,date,breed,color,sex,state,name
9411,2013-02-22,miniature poodle,"['grey', 'black']",m/n,matched,rusty
9412,2013-02-22,retreiver mix,"['black', 'white']",m/n,matched,lucky
9413,2013-02-24,maltese,['white'],m,matched,calvin
9414,2013-02-27,sheba inu,"['red', 'white']",f/s,matched,omitsu
9415,2013-03-03,german shepard,"['black', 'tan']",x,matched,kaia
9416,2013-03-04,cockapoo,"['black', 'brown']",m/n,matched,kit
9417,2013-03-04,great dane mix,['black'],f,matched,lyric
9418,2013-03-04,unknown breed,"['tan', 'white on belly']",f/s,lost,cleo
9419,2013-03-05,terrier mix pug,['black brindle'],f,lost,brutus
9420,2013-03-06,pom,['tan (long hair)'],m/n,lost,micah
9421,2013-03-07,shiba inu,"['orange', 'white']",f/s,lost,sushi
9422,2013-03-08,shar-pei,['cream'],f,lost,sophie
9423,2013-03-09,dsh tabby cat,"['black', 'grey', 'tan']",f/s,lost,lucia
9424,2013-03-10,pomeranian,['black'],m,lost,maki
9425,2013-03-11,chihuauhua mix pom,['tan'],unknown,matched,?
9426,2013-03-11,rotti mix husky,"['black', 'tan']",f/s,matched,?
9427,2013-03-12,british bulldog,"['white', 'brown patches']",f/s,matched,francesca
9428,2013-03-12,chihuahua,"['white', 'brown spots']",m,matched,blue
9429,2013-03-12,eng. bulldog,['white'],m/n,lost,monster
9430,2013-03-12,maltese,['white'],m,matched,momo
9431,2013-03-12,min pin,['brown'],m/n,matched,brutus
9432,2013-03-13,rottweiller,"['black', 'orange']",m,matched,the king
9433,2013-03-14,seal point mix siamese,['black'],m/n,lost,eddie rascal
9434,2013-03-15,beagle mix,"['gold brown', 'white']",f/s,matched,cocoa
9435,2013-03-15,rat terrier mix chihuahua,"['white', 'brown patch eye']",m/n,lost,kiwi
9436,2013-03-15,shetland sheepdog mix,"['black', 'brown']",m/n,lost,gnash
9437,2013-03-16,german shepherd,"['black', 'tan']",m,lost,pawsie
9438,2013-03-16,husky,['white'],m,lost,koda
9439,2013-03-16,lab mix rotti,"['reddish', 'brown']",m/n,lost,yukon
9440,2013-03-16,shihtzu mix chihuaha,"['tan', 'white', 'front paws )']",f,matched,baby girl
9441,2013-03-17,german shepherd,"['black', 'tan']",m,lost,kongo
9442,2013-03-17,jack russell terrier,['white'],m,matched,hamlet
9443,2013-03-17,lab,['white'],m,lost,sam
9444,2013-03-17,maltese,['white'],f,matched,maggie
9445,2013-03-17,maltese mix shih tzu,['blonde'],f/s,matched,sophie
9446,2013-03-18,daschund,['red'],m/n,lost,joey
9447,2013-03-19,border collie mix,"['black', 'white paws,tail, chest']",f/s,lost,teegan
9448,2013-03-19,lab/ collie mix,"['black', 'small amt white']",m,lost,odie
9449,2013-03-20,basset hound mix 2,"['bi-colour', 'tri-colour']",unknown,lost,nettie / jc
9450,2013-03-20,scottie mix pug,['grey'],f/s,matched,cinders
9451,2013-03-21,lab mix,"['black', 'white']",f,matched,gypsy
9452,2013-03-21,pitbull/whippet mix,"['brown', 'black']",f/s,matched,penny
9453,2013-03-22,german shorthair,"['brown', 'white']",m,matched,tuvee
9454,2013-03-22,long hair chihuahua,"['tan', 'white']",f,lost,cici
9455,2013-03-22,pitbull,"['beige', 'white']",m,lost,zolo
9456,2013-03-22,shepherd mix rotti,"['black', 'brown']",f,lost,ada
9457,2013-03-22,turtle,['?'],unknown,lost,?
9458,2013-03-22,whippet/pointer mix,"['brown', 'white']",m/n,lost,bagel
9459,2013-03-23,yorkshire terrier,['unknown'],unknown,lost,peanut
9460,2013-03-23,lab  and 2nd dog german sheper,"['chocholate', 'black', 'tan']",f,matched,unknown
9461,2013-03-24,border collie mix lab,"['black', 'paws']",m/n,lost,digger
9462,2013-03-24,malamute,"['white', 'grey']",m/n,lost,bear
9463,2013-03-25,labradoodle,['white'],f,matched,playa
9464,2013-03-27,lab mix heeler,"['brown', 'white spots']",f/s,matched,trout
9465,2013-03-28,labrador,['black'],f/s,lost,cedar
9466,2013-03-29,german shepherd,"['black', 'brown']",m,matched,koda
9467,2013-03-29,red nose pitbull,"['tan', 'brown']",m,matched,shiloh
9468,2013-03-30,.unknown breed mix,['brown'],x,lost,unknown
9469,2013-03-30,greyhound,"['white', 'brindle spots']",f,matched,fleury
9470,2013-03-31,brittany spaniel,['white'],f,lost,ruby
9471,2013-03-31,husky,['black'],f,lost,unknown
9472,2013-04-01,bichon frise,['white'],f/s,lost,lucy
9473,2013-04-01,cat,['greyish brown'],m,lost,stanley
9474,2013-04-01,miniature poodle,['apricot'],f,lost,momo
9475,2013-04-03,miniature poodle,['white'],m/n,lost,scruffy
9476,2013-04-03,shepherd,['brown'],m,lost,jedi
9477,2013-04-04,labrador,['brown'],m/n,lost,nkosi
9478,2013-04-04,maine coon cat,['grey'],m,lost,?
9479,2013-04-05,border collie mix st. bernard,['brown x white'],m,matched,zza
9480,2013-04-06,yorkshire terrier,['brown'],m,lost,yoda
9481,2013-04-07,miniature poodle,['white'],f,lost,unknown
9482,2013-04-08,doberman with ears cropped,"['brown', 'tan']",m,matched,rocco
9483,2013-04-08,golden retriever,['tan'],f,matched,scarlet
9484,2013-04-09,brittany spaniel,"['white', 'red marking']",f/s,matched,ruby
9485,2013-04-10,husky,['biscuit colour'],f/s,matched,anuq
9486,2013-04-12,briard (french sheepdog),['tan'],f/s,matched,georgie
9487,2013-04-13,husky shepherd mix,"['black', 'tan']",f/s,matched,bonnie
9488,2013-04-13,wheaten terrier,['grey'],f/s,lost,sophie
9489,2013-04-16,bichon frise,['white'],m/n,lost,rolly
9490,2013-04-16,dsh,['black'],f,lost,milo
9491,2013-04-16,french bulldog,['brown'],m,lost,monster
9492,2013-04-16,french bulldog,['white'],f/s,lost,kitty
9493,2013-04-16,terrier mix chihuahua,['grey'],m,matched,toto
9494,2013-04-17,dsh,['black'],m,lost,bambam
9495,2013-04-18,miniature poodle,['cream'],m/n,lost,money (monty on license file)?
9496,2013-04-18,pug,['brown'],m,matched,oinks
9497,2013-04-19,dlh,['white'],f/s,lost,akira
9498,2013-04-19,labrador,['yellow'],f/s,lost,kara
9499,2013-04-19,snapping turtle,['unknown'],x,lost,odie
9500,2013-04-21,beagle,['white'],m,lost,maxie
9501,2013-04-21,dsh,['grey'],f/s,lost,ariel
9502,2013-04-21,jack russel terrier,['unknown'],m,matched,buddy
9503,2013-04-21,labrador,['tan'],m,lost,biggs
9504,2013-04-22,bernese mt dog,['tri colour'],m,matched,noka
9505,2013-04-23,dmh,['red'],m/n,lost,kissa
9506,2013-04-23,jack russell terrier,['white'],unknown,lost,jr
9507,2013-04-23,maltipoo,['white'],m/n,lost,charlie
9508,2013-04-23,terrier mix,['unknown'],x,matched,squiggles
9509,2013-04-24,border collie,"['black', 'white']",m/n,matched,finn
9510,2013-04-24,chihuahua,['black'],m/n,lost,zeke
9511,2013-04-25,dsh,"['yellow', 'brown', 'white']",m/n,lost,shiqi
9512,2013-04-25,jack russell terrier,['white'],m,lost,george
9513,2013-04-25,labrador,['black'],f,lost,roxie
9514,2013-04-25,labrador,['yellow'],f,lost,lexi
9515,2013-04-25,shih tzu,"['black', 'white']",m/n,matched,sushi
9516,2013-04-26,border terrier,['unknown'],m,matched,finnigan
9517,2013-04-27,boston terrier,['black'],f/s,lost,pearl
9518,2013-04-28,rottweiler,['black'],m,matched,yoda
9519,2013-04-29,golden retriever,['white'],m,lost,chevy
9520,2013-04-29,himalayan mix,"['silver', 'brown spots']",m,lost,k2
9521,2013-04-29,pug,['brindle'],m/n,matched,chewie  (name might be chilli)
9522,2013-04-29,rottweiller,"['black', 'brown']",m/n,matched,rocky
9523,2013-04-30,boston rat terrier,"['brown', ' blk', 'white']",m/n,matched,bentley
9524,2013-04-30,chihuahua,['yellow'],m,lost,cool
9525,2013-04-30,dlh,['red'],m/n,lost,?
9526,2013-04-30,husky,"['salt', 'pepper']",f,matched,kiiana
9527,2013-04-30,yorkshire terrier,"['brown', 'black']",f,matched,baobao
9528,2013-05-01,chihuahua,['brown'],m,lost,coolio
9529,2013-05-01,dsh,['red'],m/n,lost,ninja
9530,2013-05-02,border collie,['white'],m/n,lost,joey
9531,2013-05-02,dmh tabby cat,"['orange', 'white']",m/n,matched,cougar
9532,2013-05-02,jack russell terrier,['white'],unknown,lost,beyanka
9533,2013-05-02,jack russell terrier,['white'],unknown,lost,lucy
9534,2013-05-03,pomeranian,['golden'],m,lost,gucci
9535,2013-05-04,boxer mix,"['black', 'white']",f,matched,odie
9536,2013-05-05,labrador,['black'],f/s,matched,shady
9537,2013-05-05,maltese,['white'],f/s,lost,yue yue
9538,2013-05-05,tabby,"['black', 'white chest']",m/n,matched,bono
9539,2013-05-06,dsh,['grey'],f/s,lost,whiskers
9540,2013-05-07,beagle,['tri colour'],f,matched,mocha
9541,2013-05-07,dlh,['red'],m,lost,tommy
9542,2013-05-08,cockatiel,"['yellow', 'grey']",x,lost,doctor
9543,2013-05-08,fox terrier,['white'],m,lost,ollie
9544,2013-05-08,germ. shepherd,['black'],unknown,lost,kaia
9545,2013-05-08,germ. shepherd,['black'],f,lost,kaia
9546,2013-05-08,goldendoodle,"['blonde', 'cream']",m/n,matched,harley
9547,2013-05-08,labrador,['black'],f,matched,sadie
9548,2013-05-08,persian,['white'],f,lost,kiska
9549,2013-05-08,pomeranian,['grey'],m,lost,thor
9550,2013-05-09,cockatiel,"['yellow', 'grey', 'white']",x,lost,phillips
9551,2013-05-09,dsh,['black'],m,lost,ducky
9552,2013-05-09,dsh,['dark grey'],m/n,matched,max
9553,2013-05-09,dsh,['red'],m,lost,kissa
9554,2013-05-09,mini schnauzer,"['grey', 'white']",m,matched,faust
9555,2013-05-10,basset hound,['white'],m/n,lost,baxter
9556,2013-05-10,dsh,['grey'],m/n,lost,cyril
9557,2013-05-10,dsh,['grey'],m/n,lost,finnigan
9558,2013-05-11,maltipoo,['white'],f,lost,hailey
9559,2013-05-11,pomeranian,['red'],f,lost,peta
9560,2013-05-11,pomeranian,['tan'],m,lost,truffles
9561,2013-05-13,lab mix,"['black', ' spot on chest']",m/n,matched,bear
9562,2013-05-13,mastiff,['tan'],m/n,lost,buck
9563,2013-05-15,aussie shepherd,"['black', 'white', 'brown in']",m,matched,linden
9564,2013-05-16,border collie,"['black', '4 white paws']",m/n,matched,mishu
9565,2013-05-16,dsh,['grey'],m/n,lost,max
9566,2013-05-17,papillon,['white'],f,lost,bella
9567,2013-05-18,pit bull,['tan'],f,lost,angel
9568,2013-05-18,shih tzu,['black'],f,lost,mitzi
9569,2013-05-19,dlh,['grey'],f/s,lost,zoe
9570,2013-05-19,pomeranian,['red'],m,lost,simba
9571,2013-05-20,pomeranian,['red'],f,matched,josie
9572,2013-05-21,dsh,['grey'],m/n,lost,aussie
9573,2013-05-21,german shepherd,"['black', 'tan']",m/n,matched,chubby
9574,2013-05-21,lab mix chow,['golden'],f/s,matched,lily
9575,2013-05-21,rat terrier,"['white', 'brown spots']",m/n,matched,kiwi
9576,2013-05-22,border collie,['blue merle'],m,matched,misty
9577,2013-05-22,rottweiler,['black'],f/s,lost,lexus
9578,2013-05-23,beagle,['brindle'],f/s,lost,mika
9579,2013-05-23,munsterlander,['brown'],m/n,matched,tucker
9580,2013-05-23,parrot,"['grey', 'green', 'orange chest']",m,lost,indy
9581,2013-05-24,amer. staffordshire,['white'],f,lost,sheila
9582,2013-05-24,pit bull,['black'],f/s,matched,belle
9583,2013-05-25,dsh,"['calico w ', 'white']",f/s,lost,taco
9584,2013-05-27,shih tzu,['black'],m/n,lost,techno
9585,2013-05-27,siberian husky,['black'],m/n,lost,blitzen
9586,2013-05-28,mastiff,['black'],m,lost,acdc
9587,2013-05-28,tabby - dsh,['black'],f/s,lost,sophie
9588,2013-05-29,lion head,['white'],x,lost,?
9589,2013-05-29,toy poodle,['white'],m/n,matched,kobe
9590,2013-05-30,maltese,['white'],m,lost,nimbus
9591,2013-05-31,maltese,['cream'],m/n,matched,romeo
9592,2013-06-01,chihuahua,['tan'],m/n,lost,nico
9593,2013-06-01,pomeranian,['tan'],m,matched,napoleon
9594,2013-06-02,dsh,['black'],m/n,lost,dakota
9595,2013-06-02,labrador,['yellow'],f/s,lost,sami
9596,2013-06-03,retriever,['red'],f,matched,chai
9597,2013-06-03,yorkshire terrier,['brown'],m/n,matched,tiger
9598,2013-06-04,.unknown breed mix,['black'],f/s,lost,athena
9599,2013-06-04,dsh,['grey'],m/n,lost,rubin
9600,2013-06-04,great pyrenees,['tan'],f/s,lost,sasha
9601,2013-06-04,shepherd,['black'],f/s,matched,shey
9602,2013-06-04,yorkshire terrier,['tan'],f/s,lost,mila
9603,2013-06-05,dsh,['apricot'],m,lost,unknown
9604,2013-06-05,yorkshire terrier,['grey'],f,lost,rosie
9605,2013-06-06,boston terrier,['unknown'],m/n,lost,owen
9606,2013-06-06,shepherd,['black'],f/s,matched,bella
9607,2013-06-07,amer. staffordshire,['golden'],m,lost,rolex
9608,2013-06-07,germ. shepherd,['black'],f/s,matched,stella
9609,2013-06-07,husky,['grey'],f,lost,sasi
9610,2013-06-07,pit bull,['grey'],m,lost,brody
9611,2013-06-07,rottweiler,['black'],m,lost,rosco
9612,2013-06-07,shetland sheepdog,['brown'],f/s,matched,choco
9613,2013-06-07,tabby (dsh),['grey'],m/n,matched,austin
9614,2013-06-09,dsh,['black'],m/n,lost,buddy
9615,2013-06-09,germ. s/haired pointer,['red'],f/s,matched,unknown
9616,2013-06-10,chihuahua,['brown'],m/n,lost,carly joe
9617,2013-06-10,dsh,['white'],m,lost,jaeger
9618,2013-06-10,dsh cat,['brown'],f/s,lost,katie
9619,2013-06-10,dachshund,['grey'],f/s,matched,bee
9620,2013-06-13,chihuahua,['black'],f,lost,bella
9621,2013-06-13,french bulldog,['tan'],m/n,matched,rocky
9622,2013-06-13,pit bull,['black'],f,lost,reena
9623,2013-06-14,dsh,['white'],m,lost,unknown
9624,2013-06-14,dsh siamese,['tan'],m/n,lost,puma
9625,2013-06-16,dsh,['orange tabby'],m/n,lost,boomer
9626,2013-06-16,germ. shepherd,['tan'],m,matched,louis
9627,2013-06-16,shih tzu,['white'],m/n,lost,nike
9628,2013-06-17,dsh,"['orange', 'black', 'white']",f/s,lost,mineau
9629,2013-06-17,dsh,['white'],m/n,lost,reginald
9630,2013-06-17,pug,['fawn'],m,lost,honda
9631,2013-06-17,siberian husky,['red'],m/n,matched,tristan
9632,2013-06-17,tabby (dsh),['grey striped'],m/n,lost,harry
9633,2013-06-18,dsh,['red'],m,lost,unknown
9634,2013-06-19,formoson mt dog,['black'],f/s,matched,penny
9635,2013-06-20,maltese,['white'],x,lost,not listed
9636,2013-06-21,labrador,['unknown'],f/s,matched,libby
9637,2013-06-21,maltese,['white'],m,lost,lemon
9638,2013-06-22,dsh,['white'],m/n,lost,snoopy
9639,2013-06-22,maltese,['white'],m/n,matched,toby
9640,2013-06-23,bichon frise,['white'],m,lost,snowflake
9641,2013-06-23,border collie,['unknown'],m/n,matched,taff
9642,2013-06-23,dsh cat,['black'],m/n,lost,louie
9643,2013-06-23,labrador,['brown'],m,lost,unknown
9644,2013-06-24,germ. shepherd,['black'],f,lost,joey
9645,2013-06-24,husky,['black'],m,lost,rocky
9646,2013-06-24,labrador,['unknown'],m/n,matched,wyatt
9647,2013-06-24,labrador,['brown'],f,lost,libby
9648,2013-06-24,shih tzu,['white'],f/s,lost,pandi
9649,2013-06-24,shih tzu,['white'],m,matched,rocky
9650,2013-06-24,terrier,['white'],m/n,matched,draven
9651,2013-06-26,dsh,['grey'],m/n,lost,tucker
9652,2013-06-26,fox terrier,['black'],m,matched,timo ?
9653,2013-06-26,ns duck toll. retriever,['red'],f/s,matched,shiraa
9654,2013-06-26,puggle,['tan'],unknown,matched,oliver
9655,2013-06-26,shepherd,['black'],f/s,lost,zoobie
9656,2013-06-26,shih tzu,['brown'],m,lost,gary
9657,2013-06-27,husky,['black'],m/n,lost,galax
9658,2013-06-28,labrador,['brown'],f/s,lost,nadia
9659,2013-06-29,dsh,['black'],f/s,lost,naomi
9660,2013-06-29,pomeranian,['golden'],m/n,lost,gucci
9661,2013-06-30,dsh,['tortoishell colouring'],f/s,lost,johnathan cruton (aka cc)
9662,2013-06-30,spaniel,['cream'],m,lost,norman
9663,2013-07-01,dsh tabby,['black'],f/s,lost,suki
9664,2013-07-01,jack russell terrier,['white'],m/n,lost,oliver
9665,2013-07-01,miniature pinscher,['brown'],m/n,matched,boss
9666,2013-07-02,beagle,['brown'],m/n,lost,max
9667,2013-07-02,blue lynx ragdoll,['cream'],f/s,matched,stella
9668,2013-07-02,dlh maine coon cat,['brown'],f/s,lost,maybelline
9669,2013-07-02,dachshund,['black'],f/s,lost,olive
9670,2013-07-03,budgie,['white'],x,lost,whitey
9671,2013-07-03,chihuahua,['black'],m,lost,jaxon
9672,2013-07-03,dmh,['black'],f/s,lost,baby
9673,2013-07-04,germ. shepherd,['black'],f,lost,diamond
9674,2013-07-04,tabby,['orange'],m/n,lost,hunter
9675,2013-07-05,aust. shepherd,['brown'],m,matched,holden
9676,2013-07-05,dlh,"['brown', 'black tabby']",f/s,lost,amber
9677,2013-07-05,jack russell terrier,['black'],m/n,lost,yuri
9678,2013-07-06,fox terrier,['black'],m,matched,timo
9679,2013-07-06,labrador,['black'],f/s,matched,shadow
9680,2013-07-06,whippet,['white'],f,matched,ginger
9681,2013-07-07,bichon frise,['white'],m/n,lost,papa
9682,2013-07-07,dmh,['black'],m/n,lost,dusty
9683,2013-07-07,shiba inu,['red'],m/n,matched,unknown
9684,2013-07-08,labrador,['brown'],m,lost,sonny
9685,2013-07-08,puggle,['red'],m/n,matched,cosmo
9686,2013-07-09,chihuahua,['brown'],f,matched,gigi
9687,2013-07-09,dsh,['black'],m/n,lost,gabo
9688,2013-07-09,goldendoodle,['brown'],m,matched,kovu
9689,2013-07-09,goldendoodle,['golden'],m/n,matched,llama
9690,2013-07-09,husky,['black'],m,lost,rocky
9691,2013-07-09,shar-pei,['black'],f,lost,ruby
9692,2013-07-09,shih tzu,['brown'],f,lost,kookie
9693,2013-07-10,dsh,"['orange', 'white']",m/n,lost,flinky
9694,2013-07-10,king snake,['unknown'],unknown,matched,unknown
9695,2013-07-10,yorkshire terrier,['black'],m/n,matched,jay
9696,2013-07-11,dsh,['grey'],m/n,lost,tucker
9697,2013-07-12,dsh,['grey'],f/s,lost,?
9698,2013-07-12,germ. shepherd,['black'],f,lost,cj
9699,2013-07-12,springer spaniel,['black'],f/s,lost,brooke
9700,2013-07-14,dsh cat,['black'],f/s,lost,twilight
9701,2013-07-14,wheaten terrier,['golden'],m,lost,jack
9702,2013-07-14,yorkshire terrier,['grey'],f/s,lost,halo
9703,2013-07-15,bichon frise,['white'],m,lost,sticker
9704,2013-07-15,standard poodle,['tan'],f/s,lost,katie
9705,2013-07-16,dmh,['black'],m/n,matched,mac
9706,2013-07-16,dsh,['black'],m/n,lost,max
9707,2013-07-16,germ. shepherd,['black'],m/n,matched,phoenix
9708,2013-07-18,cat -himalayan mix,['white'],m/n,lost,jasper
9709,2013-07-18,dsh,"['creamy white', 'grey']",m,lost,edward
9710,2013-07-19,cairn terrier,['cream'],f/s,lost,madhi
9711,2013-07-19,pit bull,['brown'],m/n,lost,j.j
9712,2013-07-19,siberian husky,['grey'],m/n,lost,felix
9713,2013-07-20,labrador,['tan'],f/s,lost,leela
9714,2013-07-21,shar-pei,['cream'],m,lost,sanjee
9715,2013-07-21,shar-pei,['white'],m,lost,tangy
9716,2013-07-22,dsh,['black'],m/n,lost,leroy
9717,2013-07-22,dsh,['black'],f/s,lost,starlit
9718,2013-07-22,labrador,['black'],f/s,matched,tascua
9719,2013-07-22,toy poodle,['black'],f/s,lost,baby
9720,2013-07-23,dsh cat,['black'],f/s,lost,luna
9721,2013-07-24,dsh,['white'],f/s,lost,i love you
9722,2013-07-25,dsh senior,['orange (honey coloured)'],m,lost,yoda
9723,2013-07-26,blue russian mix,"['blue', 'grey']",m/n,lost,bean
9724,2013-07-26,miniature poodle,['grey'],m,matched,scooter
9725,2013-07-26,toy poodle,['white'],f/s,matched,mukha
9726,2013-07-27,dlh,['cream'],f/s,lost,lola
9727,2013-07-27,dachshund,['golden'],m/n,lost,kingston
9728,2013-07-27,golden retriever,['golden'],m/n,lost,charlie
9729,2013-07-27,miniature pinscher,['tan'],f/s,lost,rue
9730,2013-07-27,shepherd,['tan'],f/s,matched,sasha
9731,2013-07-28,border collie,['tri colour'],f/s,lost,tess
9732,2013-07-28,brussels griffon,['brown'],m,lost,chewy
9733,2013-07-28,jack russell terrier,['unknown'],f/s,matched,robby
9734,2013-07-29,amer. eskimo dog,['white'],f,matched,cheetah
9735,2013-07-29,budgie,['blue'],m,matched,blue blue
9736,2013-07-30,aust. shepherd,['brown'],f,matched,delrey
9737,2013-07-30,border collie,['black'],f,lost,tess
9738,2013-07-30,dsh,['grey'],m,lost,little cat
9739,2013-07-30,dsh,['white'],unknown,lost,unknown
9740,2013-07-30,dsh,['white'],m,lost,unknown
9741,2013-07-30,dsh,['white'],f,lost,professor
9742,2013-07-30,siamese mix,['white'],m/n,lost,?
9743,2013-07-31,bengal,['brown'],m/n,matched,simba
9744,2013-07-31,dsh,['white'],f/s,lost,lady baroness
9745,2013-07-31,germ. shepherd,['black'],f,lost,maybe
9746,2013-07-31,persian,['grey'],unknown,lost,?
9747,2013-08-01,amer. staffordshire,['black'],m,lost,buddy
9748,2013-08-01,aust. shepherd,['black'],unknown,lost,piston
9749,2013-08-01,dlh (tabby),['grey'],f/s,lost,whiskers
9750,2013-08-01,dsh,['grey'],f,lost,charlie brown
9751,2013-08-01,labrador,['black'],f,lost,?
9752,2013-08-01,miniature dachshund,['tan'],m/n,lost,unknown
9753,2013-08-01,miniature poodle,['black'],m/n,lost,monty
9754,2013-08-01,rottweiler,['golden'],unknown,matched,roxy
9755,2013-08-02,chihuahua,['cream'],unknown,lost,rocky
9756,2013-08-02,dsh,['calico'],f/s,lost,lily
9757,2013-08-02,yorkshire terrier,['black'],m/n,lost,benji
9758,2013-08-03,dmh,"['orange', 'white']",m/n,lost,casper
9759,2013-08-03,dsh,['black'],f,matched,panther
9760,2013-08-03,dsh (abyssinian cat),"['brown', 'red', 'reddish belly']",m,lost,kyro
9761,2013-08-04,dsh,['white'],f,lost,unknown
9762,2013-08-04,eng. springer spaniel,['liver'],f,lost,juno
9763,2013-08-04,labrador,['brown'],f,lost,coco
9764,2013-08-04,shepherd,['black'],f/s,matched,ada
9765,2013-08-04,toy poodle,['black'],m/n,matched,yopi
9766,2013-08-04,yorkshire terrier,['tan'],f,matched,momo
9767,2013-08-06,dsh,['brown'],f/s,lost,sketchy
9768,2013-08-07,dsh,['calico'],f,lost,unknown
9769,2013-08-08,coonhound,['black'],m/n,lost,dave
9770,2013-08-08,dmh,"['orange', 'white']",m/n,matched,izzy
9771,2013-08-08,french bulldog,['tan'],m/n,lost,rocky
9772,2013-08-08,labrador,['yellow'],f,lost,bella
9773,2013-08-08,red heeler,['brown'],f,matched,kora
9774,2013-08-09,airedale,['black'],m/n,lost,rudy
9775,2013-08-09,dachshund,['black'],f/s,matched,izzy
9776,2013-08-09,pekingese,['tan'],m,matched,monkey
9777,2013-08-10,aust. cattle dog,['grey'],m,matched,totem (aka fru fru)
9778,2013-08-10,dlh,['dusty brown (tortoiseshell)'],f,lost,kimmi
9779,2013-08-10,dmh,['grey tabby'],m,lost,cornelious
9780,2013-08-10,dsh,['calico'],f,lost,kiki
9781,2013-08-10,dachshund,['brown'],f,lost,kimmy
9782,2013-08-11,dsh,['black'],m/n,matched,unknown
9783,2013-08-11,dsh,['grey'],f/s,lost,kayo
9784,2013-08-11,dsh (egyptian mau),['golden black'],f,lost,laksmi
9785,2013-08-11,dsh-polydactyl cat,['brindle'],f/s,lost,tilly
9786,2013-08-12,dsh,['black'],x,lost,bella
9787,2013-08-12,dsh,['black'],m/n,lost,jacob
9788,2013-08-12,dsh,['orange'],m,lost,poki
9789,2013-08-12,miniature pinscher,['brown'],m,matched,monty
9790,2013-08-13,dlh cat,['black'],f,lost,zoe
9791,2013-08-13,golden retriever,['golden'],m/n,lost,hector
9792,2013-08-14,border collie,['black'],m,lost,jasper
9793,2013-08-14,chihuahua,['cream'],f,lost,flora
9794,2013-08-14,dsh,['white'],m/n,lost,poki
9795,2013-08-14,germ. shepherd,['black'],m,matched,hugo
9796,2013-08-14,terrier,['black'],m,matched,rufus
9797,2013-08-15,dsh,['charcoal'],m,lost,leonard nemoy
9798,2013-08-15,rottweiler,['black'],f/s,lost,sassy
9799,2013-08-16,corgi,['tan'],m,lost,lucky
9800,2013-08-16,golden retriever,['unknown'],m,matched,dragon
9801,2013-08-16,labrador,['brown'],f/s,matched,wes
9802,2013-08-16,pit bull,['blue'],m,lost,max
9803,2013-08-18,golden retriever,['golden'],f,lost,lexus
9804,2013-08-18,toy poodle,['brown'],m,lost,brownie
9805,2013-08-19,cocker spaniel,['cream'],m,lost,jack
9806,2013-08-19,dsh,['black'],m,lost,tubby
9807,2013-08-19,dsh cat,['black'],m/n,lost,?
9808,2013-08-19,fox terrier,['black'],f/s,lost,bijoux
9809,2013-08-19,goldendoodle,['cream'],m,lost,yogi
9810,2013-08-20,calico cat,['black'],x,lost,cali
9811,2013-08-20,dsh tabby,['grey'],unknown,lost,?
9812,2013-08-20,miniature pinscher,['black'],m,lost,turbo
9813,2013-08-20,tabby,['brown'],unknown,lost,jasmine
9814,2013-08-20,tabby,['grey'],m/n,lost,elliott
9815,2013-08-22,dmh cat,['black'],f/s,lost,princess
9816,2013-08-22,dsh cat,['black'],f,lost,blackberry
9817,2013-08-22,fox terrier,['golden'],m/n,lost,kobe
9818,2013-08-22,labrador,['black'],m,matched,riley
9819,2013-08-22,labrador,['brown'],m,lost,wes
9820,2013-08-22,malamute,['black'],f,lost,aziza
9821,2013-08-23,dsh,['grey'],m,lost,paco
9822,2013-08-24,dsh/dmh,"['tortioshell', 'black']",unknown,matched,harlem
9823,2013-08-24,dsh/dmh,"['tortioshell', 'black']",unknown,matched,mambo
9824,2013-08-25,irish wolfhound,['grey'],m,lost,cheekeye
9825,2013-08-26,dlh (norweigan forest cat),['black'],x,lost,grimmy
9826,2013-08-26,dsh cat,['black'],f,lost,lena
9827,2013-08-26,golden retriever,['golden'],m/n,lost,sherman
9828,2013-08-27,dlh,['black'],m,lost,?
9829,2013-08-27,germ. shepherd,['brown'],f/s,matched,china
9830,2013-08-27,pekingese,['white'],m/n,matched,charlie
9831,2013-08-28,cat,['white'],unknown,lost,?
9832,2013-08-28,pomeranian,['golden'],unknown,lost,unknown
9833,2013-08-28,presa canario,['unknown'],unknown,matched,buster
9834,2013-08-29,dsh cat,['grey'],f/s,lost,silver
9835,2013-08-29,pomeranian,['tan'],f/s,lost,peanut
9836,2013-08-29,pomeranian,['white'],m/n,lost,owen
9837,2013-08-29,rottweiler,['unknown'],f,lost,unknown
9838,2013-08-29,siberian husky,['white'],f,lost,asha
9839,2013-08-30,dsh cat/siamese mix,['black'],m,lost,jeanice
9840,2013-08-30,pomeranian,['golden'],x,lost,xiong xiong
9841,2013-08-30,poodle,['brown'],f,lost,toffy
9842,2013-08-30,rottweiler,['black'],f,lost,kira
9843,2013-08-30,yorkshire terrier,['golden'],m,lost,georgie
9844,2013-08-31,boxer,['white'],f,lost,luna
9845,2013-08-31,dachshund,['black'],f,lost,tessa
9846,2013-08-31,malamute,['black'],f,lost,aziza
9847,2013-08-31,miniature pinscher,['black'],f,lost,tonka
9848,2013-08-31,schnauzer,['black'],m,lost,shadow
9849,2013-08-31,tabby,['grey'],m,lost,?
9850,2013-09-01,dsh cat,['apricot'],m,lost,pewi
9851,2013-09-01,rottweiler,['black'],f/s,lost,kaylee
9852,2013-09-01,tabby,['grey'],f,lost,?
