AnimalID;Breed;ShotsDate;Sex;ReceiptNumber;DateImpounded;PitNumber;Name;KennelNumber;DispositionDate;Color;Code;ApproxWeight;Age category;Source;Status;ACO
35512;Husky/Frenchie X;;M;N/A - VPD Impound - HB;2025-07-14;;Chubby;200;2025-07-18;Black W/Beige;;;Adult;VPD IMPOUND;Redeemed;
35522;Yorkie x Pug;;M;N/a - PFH - DC;2025-07-18;;Conrad;200;2025-07-19;Cream;;;Adult;VPD IMPOUND;Redeemed;14
35524;Bully/Pitty;;F;;2025-07-18;;Foxy;100;2025-07-30;Black and white;;;Young Adult;VPD IMPOUND;Behavior;
35525;Havanese X;;M;N/a - PFH - DC;2025-07-18;;Zoomers;200;2025-07-19;White;;;Adult;VPD IMPOUND;Redeemed;14
35526;Pit Bull;;F;N/a - PFH - DC;2025-07-18;;Toccoa;200;2025-07-19;Black and white;;;Adult;VPD IMPOUND;Redeemed;14
35527;Pigeon;;X;;2025-07-18;;;100;2025-07-26;White w/ black feathers;;;;HOLDING STRAY;Transferred;28
35528;Pigeon;;X;;2025-07-18;;;100;2025-07-26;Black w/ White on head;;;;HOLDING STRAY;Transferred;28
35538;Amer. Pit Bull;;M;DI 25-253456 - HB;2025-07-21;;Chevy;200;2025-07-21;Tan w/ White;;;Young Adult;BROUGHT-IN;Redeemed;
35540;Labrador Retriever;;M;DI 25-253977 NT;2025-07-22;;Rocky Rucker;200;2025-07-22;Black w/white stripe;;;;BROUGHT-IN;Redeemed;
35547;Labradoodle;;F;DI 25 255265 - DC;2025-07-25;;Lucky;200;2025-07-25;White w/Black;;;Adult;BROUGHT-IN;Redeemed;
35549;Pit Bull X;;M;NA - CompR - DC;2025-07-25;;Ace;200;2025-07-25;Brown / white patch;;;Senior;HOLDING STRAY;Redeemed;04
35557;Pomeranian;;M;DI 25-256127 - DC;2025-07-27;;Goliath;200;2025-07-27;Tan;;;Young Adult;VPD IMPOUND;Redeemed;
35564;Yorkie/terrier mix;;M;DI 25-257601 TH;2025-07-30;;Mr. Big;200;2025-07-30;Brown w/black;;;Young Adult;HOLDING STRAY;Redeemed;40
7147;Chow   (pup);;F;13747 BC3;2003-01-08;20028;Yoshie;200;;Red;;;;POLICE-DAY;Redeemed;22
7148;Rotty X Lab;2002-05-01;M/N;13953 BC3;2002-04-19;20032;Rex;200;;Red & Brown;;60;;COMPLAINT;Sold;17
7149;Lab X;;M;13749 ks;2003-01-08;20063;Bobby;200;;Black;;30 lbs;;HOLDING STRAY;Redeemed;22
7150;Labrador;;F;13908 DT;2003-01-08;20067;Sixty;200;;Chocolate Brown;;50 lbs;;HOLDING STRAY;Redeemed;8
7154;Labrador Retriever;;M/N;13911 ks;2003-01-11;20035;Joe;200;;Black;;70 lbs;;SPCA;Redeemed;20
7155;German Shepherd;;F/S;13929, DA;2003-01-13;20073;Arwyn;200;;Black&Tan;;60 lbs;;HOLDING STRAY;Sold;9
7156;Border Collie X;;F;13916 ks;2003-01-13;20075;Roxy;200;;Black & White;;"30;bs (15 KGs.";;HOLDING STRAY;Redeemed;8
7157;Chicken Duck;;M;;2003-01-13;40002;Carlos;400;;Black w White Head;;5 lbs;;SPCA;Transferred;9
7166;Pit Bull;;F;13750 ks;2003-01-17;20097;Kieva;200;;Tan;;55 lbs;;HOLDING STRAY;Redeemed;9
7167;Pitbull X;;M/N;OK;2003-01-18;40002;Uno;400;;Tan  & White;;;;COMPLAINT;Transferred;21
7170;Pittbull X Rottweiler;;M;13903,BC;2002-12-22;50052;Chi Chi;500;;Brindle & Black;;;;POLICE-EMERGENCY;Owner Request - Signed Over;0
7175;Australian Shep X;2003-01-04;M/N;13926 lf;2002-12-23;20038;Brody;200;;Black & Tan & White Paws;;45 lbs;;HOLDING STRAY;Sold;9
7179;Lhasa Apso;;M;;2003-01-22;50000;;500;;Tan & White;;20;;BROUGHT-IN;Behavior;3
7182;Retreiver X Lab;;M;OK;2003-01-23;40038;Lucky;400;;Red & Gold;;60lbs;;POLICE-DAY;Ride Home Free;5
7183;Border Collie X;;F;OK;2003-01-23;40016;Princess;400;;Black & White;;20lbs;;POLICE-DAY;Ride Home Free;5
7187;Shep X;;M/N;OK;2003-01-25;40058;"Mac ""Jamal""";400;;Black & Tan;;;;BROUGHT-IN;Ride Home Free;0
7189;Lab X;;F/S;13928, MC;2003-01-25;20017;Jelous;200;;Black with White on Chest;;80lbs.;;HOLDING STRAY;Redeemed;17
7190;Malamute X;;F;13932wrs;2003-01-26;20046;;200;;Brown & Black & Grey;;70lbs.;;COMPLAINT;Redeemed;17
7193;Akita X Shep;;M/N;OK;2003-01-26;40029;Simba;400;;Black & Tan;;80;;BROUGHT-IN;Ride Home Free;0
7194;Shepherd;;F;13956 BC3;2003-01-27;20041;Cathy;200;;Black & Tan;;65 lbs;;HOLDING STRAY;Redeemed;9
7196;Shep X;;M;13936,MC;2003-01-31;20041;Gobi;200;;Black;;90 lbs;;BROUGHT-IN;Redeemed;17
7201;Lab X;;M/N;13904 DT,OK;2003-01-01;40016;Baby;400;;Black;;55 lbs;;POLICE-NIGHT;Ride Home Free;20
7202;Golden Retriever X;;F/S;;2003-01-01;20042;Daisy;200;;Blonde;;50 lbs;;BROUGHT-IN;Redeemed;10
7204;Pomeranian;;M;13736 DT;2003-01-02;20017;Einstein;200;;Blonde;;15 lbs;;BROUGHT-IN;Redeemed;10
7205;Shep X Rott;;M/N;13741 bc3;2003-01-03;20074;;200;;Tan & Black;;;;HOLDING STRAY;Redeemed;22
7206;German Wirehaired PointerX;;F/S;OK;2003-01-03;40024;Bailey;400;;Black & Grey;;50;;HOLDING STRAY;Ride Home Free;14
7209;Shep Akita X;2003-01-04;F/S;14320,AH;2002-12-02;20005;Pogey;200;;Black;;85 lbs;;SPCA;Sold;9
7212;Shep;2003-01-27;F/S;14325,MC;2003-01-07;20074;Star (was Mandy);200;;Black & Tan;;55 lbs;;BROUGHT-IN;Sold;0
7219;Lab X;;M/N;OK;2003-02-08;40003;Money;400;;Yellow;;;;HOLDING STRAY;Ride Home Free;10
7222;Labrador X;;M/N;14328, KS;2003-02-03;20064;Tye;200;;White;;30 lbs;;HOLDING STRAY;Sold;5
7223;Australian Cattle Dog  X;;M/N;14309 ks;2003-02-10;20089;;200;;Brindle;;50 lbs;;HOLDING STRAY;Redeemed;15
7226;Mastiff;;M;14331,MC;2003-02-12;20035;Ruwoz;200;;Black;;50 Kgs;;POLICE-DAY;Redeemed;0
7229;Shep X Hound  (pup);;M/N;13966 BC;2003-01-19;20056;Jake / George;200;;Black & Tan;;25 lbs;;BROUGHT-IN;Sold;0
7238;Husky X;;F/S;14315,MC;2003-02-13;20075;Chiri;200;;Silver & Black;;60lbs;;COMPLAINT;Redeemed;22
7243;Pitbull;;F;14316,KM;2003-02-15;20026;Wimpy;200;;White & Brown;;60lbs.;;POLICE-EMERGENCY;Redeemed;17
7244;Doby X Shep;;M;OK;2003-02-15;40006;Napolean;400;;Tan;;;;COMPLAINT;Ride Home Free;0
7250;Corgi X;;M/N;14321 gp21;2003-02-17;20063;Rodrey;200;;Chocolate & Tan & White;;20lbs;;HOLDING STRAY;Redeemed;5
7252;Lab X (pup);;M/N;13969 ks;2003-02-19;20000;Hunter;200;;Black;;10 lbs;;;Sold;22
7253;German Shepherd;;M/N;13963,BC;2003-02-19;20079;Simba;200;;Black & Tan;;120lbs;;HOLDING STRAY;Redeemed;21
7254;Pit Bull;;M/N;13968 BC;2003-02-25;20030;Otis;200;;Brindle;;50 lbs;;HOLDING STRAY;Redeemed;8
7256;Shep;;M;14340-TU;2003-02-26;20013;Mellow Jello;200;;Black & Tan;;60lbs(30kgs.);;POLICE-DAY;Redeemed;8
7258;Retriever X;;F;14341-TU;2003-02-26;20058;Babes;200;;Black & Grey;;75lbs;;POLICE-DAY;Redeemed;15
7259;Hamsters;;F;14252,KS;2003-02-27;40002;Hammie;400;;Assorted Colors;;1 0z.each;;HOLDING STRAY;Transferred;8
7260;Rottweiler X;;M;14343 DT;2003-02-27;20057;Sam;200;;Black & Tan;;60lbs;;HOLDING STRAY;Redeemed;5
7261;Pitbull Terrier;;F;14346 ks;2003-02-27;20057;Kaya;200;;Brindle;;40lbs;;HOLDING STRAY;Redeemed;5
7262;Shepherd X;;M/N;OK;2003-02-28;40013;Booboo;400;;Tan & Black & White;;90 lbs;;HOLDING STRAY;Ride Home Free;17
7266;German Shepherd  X;;M/N;OK;2003-02-21;40073;Cujo;400;;Black & Tan;;75lbs;;HOLDING STRAY;Ride Home Free;21
7267;Boxer X;;M/N;13941, DA;2002-12-28;20064;Copper;200;;White w Brindle;;40 lbs;;POLICE-NIGHT;Sold;9
7268;Bichon Frise X Maltese;;M/N;OK;2003-01-26;40072;Oliver;400;;White;;10 lbs;;HOLDING STRAY;Ride Home Free;5
7269;Lab X Terrier   (pup);;F/S;13943sb;2003-01-27;20017;Java;200;;Black;;10 lbs;;COMPLAINT;Sold;22
7270;GSH Pointer;2003-01-25;F/S;13945-TU;2003-01-30;20058;Sophia;200;;Brown & White;;40;;BROUGHT-IN;Sold;17
7271;Lab X Vizsla;;M/N;13938,MC;2003-01-30;20023;Rudy;200;;Brown & White;;60 lbs;;BROUGHT-IN;Redeemed;22
7273;Golden Retriever;;F;OK;2003-02-21;40074;Gigee;400;;Red;;100 lbs;;HOLDING STRAY;Ride Home Free;9
7275;Shep Akita X;2003-01-04;F/S;14320, AH;2002-12-02;20030;Moxie;200;;Black with Grey;;70 lbs;;SPCA;Sold;9
7285;Bichon Frise;;F;13946,MC;2003-02-05;20056;Yap;200;;White;;10;;BROUGHT-IN;Redeemed;0
7286;Border Collie;;M;13960 BC;2003-02-06;20037;Druid;200;;Black & White;;55lbs.;;PATROL;Redeemed;17
7292;Lab;;M/N;14312,DA;2003-01-02;20047;Linden (Finnegan);200;;Black;;70 lbs;;SPCA;Sold;21
7293;Red Heeler X Boxer;;F/S;13944 ks;2003-01-02;20053;Lexy;200;;Brown & White;;;;BROUGHT-IN;Sold;22
7294;Dalmation;;M/N;14330, MC;2003-02-23;20017;Tiller;200;;White & Black;;70lbs;;HOLDING STRAY;Redeemed;21
7302;OE Sheepdog  (pup);;M;14265 ks;2003-03-09;20047;Mers;200;;Grey & White;;18 lbs;;BROUGHT-IN;Redeemed;0
7308;Swiss Mountain Dog X;2003-01-04;M/N;13973 BC3;2002-12-14;20025;Benjamin;200;;Black & Brown & some White;;80lbs.;;HOLDING STRAY;Sold;17
7309;Lab X Shep;2003-02-01;F/S;14357sb;2003-01-11;20045;Pipi;200;;Golden;;35 lbs;;HOLDING STRAY;Sold;0
7311;Pitbull X Basenji X Staff;2003-03-01;M/N;13971 BC;2003-02-10;20077;Fraser;200;;Brown & White;;;;HOLDING STRAY;Sold;22
7312;Terrier X;;F/S;14269 DA9;2003-03-14;20056;Rookie;200;;Tan;;;;OTHER;Redeemed;17
7314;Golden Retriever;;M/N;14270,MC;2003-03-15;20077;Sharkey;200;;Golden;;85 lbs;;HOLDING STRAY;Redeemed;17
7318;Pitbull X;;F/S;14274,MC;2003-03-20;20047;Phoenix;200;;Tan;;;;POLICE-DAY;Redeemed;21
7322;Lab X;;F;OK;2003-03-19;40017;Rosie;400;;Black;;60 lbs;;HOLDING STRAY;Ride Home Free;8
7323;Am Bulldog X (pup);2003-03-22;F/S;13975-TU;2003-03-08;20013;Skye;200;;White with Grey Spot on Eye;;15 lbs;;BROUGHT-IN;Sold;21
7324;Pitbull;;M/N;14290 wrs;2003-03-21;20047;Kuma (Princess Petunia);200;;Brindle Brown White;;75lbs;;COMPLAINT;Sold;21
7333;Rotty X;;M;14280 ks;2003-03-24;20089;Sam (Simba);200;;Black & Tan;;65 lbs;;SPCA;Redeemed;9
7334;Border Collie X    (pup);;F;14289 DA9;2003-03-29;20097;Laica;200;;Black & White;;20 lbs;;HOLDING STRAY;Redeemed;9
7336;Terrier X Poodle;;F;14254,KS;2003-02-27;20022;Sheeba;200;;Grey & Black;;12 lbs;;HOLDING STRAY;Redeemed;10
7337;Flat Coated Retriever X;;M/N;14295-TU;2003-04-03;20005;Buddy;200;;Black;;65 lbs;;COMPLAINT;Redeemed;20
7339;Am Staff;;M;14348 ks;2003-02-28;20016;;200;;Tan;;70 lb;;BROUGHT-IN;Redeemed;14
7340;Lab X Chow;;F/S;14253, DA;2003-02-28;20073;Elsie;200;;Yellow;;120lbs;;HOLDING STRAY;Redeemed;21
7341;Lab;;F/S;OK;2003-03-01;40017;Bonnie;400;;Black;;60 lbs;;HOLDING STRAY;Ride Home Free;0
7342;Lab X;;M/N;10360 jc8;2003-03-03;20064;Jami;200;;Yellow;;70 lbs;;HOLDING STRAY;Redeemed;9
7347;Retriever X;;M;10358jc8;2003-03-03;20041;Duke;200;;Golden;;60 lb;;BROUGHT-IN;Redeemed;14
7349;Collie X;;M;14255, MC;2003-03-05;20038;Harley;200;;Black & Tan;;40lbs;;COMPLAINT;Redeemed;22
7350;Collie X Shep;;F/S;14259, KM;2003-03-05;20000;Reegan;200;;Black & Tan;;45 lbs;;OWNER-SURRENDERED;Sold;14
7352;Shep X Husky;;F/S;OK;2003-03-06;40074;Delilah;400;;Black & Tan & White;;65 lbs;;BROUGHT-IN;Ride Home Free;0
7358;LH Shep;;M/N;14272wrs;2003-03-17;20005;;200;;Tan & Black;;80 lbs;;SPCA;Redeemed;9
7364;Lab X;2003-03-22;M/N;14213 DA9;2003-03-12;20066;Lucky;200;;Tan;;60 lbs;;POLICE-DAY;Sold;22
7365;Husky X;;M/N;14201, MC;2003-04-06;20052;Rory;200;;Black & White;;60 lbs;;BROUGHT-IN;Redeemed;0
7367;Shepherd;;F/S;OK;2003-04-08;50070;Emma;500;;Brown & Black;;60 lbs;;COMPLAINT;Passed Away;10
7371;Rottweiler;;F;14229 ks;2003-04-09;20074;Isis;200;;Black & Tan;;50 lbs;;POLICE-DAY;Redeemed;22
7372;Red Heeler X;;F/S;14210 DA9;2003-03-15;20038;Lexy;200;;White & Red;;50;;OWNER-SURRENDERED;Sold;0
7379;Lapphund X or Terrier X;;F;OK;2003-04-12;40072;Ebony;400;;Black;;35lbs.;;HOLDING STRAY;Ride Home Free;17
7385;Pitbull;;F;OK;2003-04-14;40066;Jewell;400;;Black & White;;40lbs;;HOLDING STRAY;Ride Home Free;5
7388;Rottweiler;2002-06-19;M/N;14230 BC3;2002-05-31;20002;Troy Boy;200;;Black & Red;;80 lb.;;HOLDING STRAY;Sold;19
7389;Rotty X;;F;13979 bc;2003-03-25;20064;Kendra ( Sheila);200;;Reddish Brown & Black;;40 lbs;;HOLDING STRAY;Redeemed;22
7391;Shep X Rotty  (pup);2003-03-29;M;10362jc;2003-03-25;20070;Cyrus;200;;Brown & Tan;;20;;HOLDING STRAY;Redeemed;0
7392;Pitbull;;M;14217 ks;2003-04-15;20097;Max;200;;Tan & White;;;;;Redeemed;5
7395;Am Staff X;2002-11-05;M/N;OK;2002-10-28;30;Buddie;200;2020-03-12;Brindle;;;;POLICE-DAY;Sold;5
7405;Rottweiler;;F;10363jc;2003-04-01;20055;Jayda;200;;Black & Tan;;70lbs;;HOLDING STRAY;Redeemed;5
7411;Shep;;M;14298 DA9;2003-04-03;20024;Buddy;200;;Black & Tan;;75 lbs;;POLICE-NIGHT;Redeemed;5
7414;Shep X Husky;;M/N;10366,JC;2003-04-20;20038;Phantom;200;;Cream & Black;;70;;HOLDING STRAY;Redeemed;0
7415;German Shepherd  (Long coat);;F;14222-TU;2003-04-20;20054;Daisy;200;;Black & Tan;;70;;HOLDING STRAY;Redeemed;0
7418;Spaniel X;;F;14227-TU;2003-04-22;20024;Miss Peek;200;;Black & White;;7lbs;;HOLDING STRAY;Redeemed;5
7420;Shep X Husky;2003-01-04;M/N;14230 BC3;2002-12-27;20010;Bart;200;;Black & Tan;;65;;BROUGHT-IN;Sold;0
7424;Pit X Lab;;M;14231,MC;2003-04-23;20038;Rocco;200;;Black;;80 lbs;;POLICE-DAY;Redeemed;22
7425;Shep X;;M/N;14236, AH;2003-04-24;20064;Boomer;200;;Black & Tan;;80lbs;;HOLDING STRAY;Redeemed;5
7430;Rottweiler;;M;14234wrs;2003-04-27;20026;Tyson;200;;Black & Tan;;100lbs;;;Redeemed;5
7431;Terrier X;;F;OK;2003-04-27;40056;Muffin;400;;Tan;;7lbs;;HOLDING STRAY;Ride Home Free;5
7433;Pitbull;;M/N;14238 BC;2003-04-28;20005;Blade;200;;Black & White;;80 lbs;;HOLDING STRAY;Redeemed;22
7436;Pitbull;;F;13987 BC3;2003-04-29;20077;;200;;Tan & White;;25lbs;;COMPLAINT;Redeemed;5
7437;Shep X Lab;;M/N;14237-TU;2003-04-30;20079;Otis;200;;Black with White Blaze;;60lbs./30KGS.;;HOLDING STRAY;Redeemed;8
7444;Shep X;;M/N;11471,NP;2003-05-11;20059;Norton;200;;Black & Tan;;55 lbs;;BROUGHT-IN;Redeemed;0
7445;GSD Med Hair;;M;11472 Da9;2003-05-11;20020;Adamas;200;;Black & Tan;;80 lbs;;HOLDING STRAY;Redeemed;9
7449;Rotty;;F/S;OK;2003-05-13;40055;Riley;400;;Black & Tan;;60lbs.;;HOLDING STRAY;Ride Home Free;17
7452;Lab X Shep ?;;M/N;13989 BC3;2003-05-14;20064;Jonas;200;;Tan & Black;;60 lbs;;SPCA;Redeemed;22
7453;Mini Lop Eared Rabbit;;M/N;N/C;2003-05-14;20001;Socrates (Socks);200;;Grey  & White;;2lbs 1kg.;;HOLDING STRAY;Sold;8
7456;Rottweiler;2003-04-05;F/S;14158 DA#9;2003-03-20;20017;Betty Boo;200;;Black & Tan;;90 lbs;;POLICE-DAY;Sold;21
7457;Rottweiler X;;M;11476 Da9;2003-05-15;20079;Sam;200;;Black & Tan;;80lbs;;HOLDING STRAY;Redeemed;21
7458;Staffordshire X;;F/S;11483,MC;2003-05-15;20020;Jade;200;;Brindle;;;;POLICE-DAY;Sold;8
7459;Silky Terrier X;2003-05-23;M/N;11496 DA9;2003-05-15;20030;Buddy;200;;Tan & Black & White;;20 lbs;;POLICE-DAY;Sold;21
7460;Rotty X;;M/N;Nr;2003-05-15;20038;Poncho;200;;Tan & Black & White;;80 lbs;;POLICE-NIGHT;Redeemed;22
7462;Carin Terrier;;F/S;OK;2003-05-16;40010;Patti;400;;Wheat;;;;HOLDING STRAY;Ride Home Free;0
7467;Springer Spaniel;;M;OK;2003-05-16;40025;Seth;400;;Brown & White;;35 lbs;;HOLDING STRAY;Ride Home Free;9
7468;Rotty;;F/S;OK;2003-05-17;40002;Keisha;400;;Black & Tan;;;;HOLDING STRAY;Ride Home Free;21
7470;Eng Sheepdog;;M;11484, SB;2003-05-17;20064;Mers;200;;Grey & White;;35 lbs;;HOLDING STRAY;Redeemed;9
7471;Lab X;;F;NA;2002-10-27;50097;Sunshine (Stella);500;;Black with Grey Muzzle;;55 lbs;;BROUGHT-IN;Transferred;0
7475;Pitbull;;M/N;OK;2003-05-20;40054;Munjo;400;;Tan;;45lbs;;HOLDING STRAY;Ride Home Free;5
7482;Boxer;;F/S;OK;2003-05-21;40069;Cassius;400;;White;;50lbs;;HOLDING STRAY;Ride Home Free;15
7488;Akita;;F;14152, MC;2003-05-22;20054;Tomiko;200;;Blonde with Black Tips;;70 lbs;;BROUGHT-IN;Redeemed;22
7492;Pitbull;;M;14250, SB;2003-05-05;20074;Coco;200;;Smokey Brown & White;;60 lbs;;HOLDING STRAY;Redeemed;22
7496;German Shepherd;;M;11464, MC;2003-05-07;20010;Rusty;200;;Black & Tan;;90 lbs;;POLICE-DAY;Redeemed;22
7500;Shep;;F/S;14153,MC;2003-05-29;20093;Delilah;200;;Black & Tan;;75lbs;;BROUGHT-IN;Redeemed;5
7501;Mastiff X;;M;14157,GP;2003-05-30;20053;Simba;200;;Tan & Black & White Brindle;;90 lbs;;POLICE-EMERGENCY;Redeemed;17
7507;Ducklings (12);;M;OK;2003-05-24;40007;Huey, Dewey, Louie, Donald…;400;;Black & Tan;;1/2 lb total;;COMPLAINT;Transferred;20
7510;Lab X;;M;11498-TU;2003-05-25;20005;Dingo;200;;Black & White;;55 lbs;;HOLDING STRAY;Redeemed;10
7512;Border Collie;;F;OK;2003-05-26;40066;Jessie;400;;Black & White;;40 lbs;;HOLDING STRAY;Ride Home Free;9
7517;Pitbull;;M;12561 ks;2003-05-27;20071;Thor;200;;White;;60 lbs;;HOLDING STRAY;Redeemed;22
7526;Rotty;;M;14156 DA9;2003-05-29;20030;Zeus;200;;Black & Tan;;60lbs.;;SPCA;Redeemed;17
7529;Labrador;;M;14242, MC;2003-05-01;20038;Leo;200;;White & Cream;;70lbs;;HOLDING STRAY;Redeemed;5
7530;Lab X Terrier;;F/S;OK;2003-05-02;40069;Henri;400;;Tan & White;;85lbs.;;HOLDING STRAY;Ride Home Free;17
7531;GSD X   (puppy);;M/N;11473,SB;2003-05-02;20005;Dominic/Skip;200;;Black & Tan;;13 lbs;;BROUGHT-IN;Sold;20
7533;Rottweiler;;F/S;14244,MC;2003-05-04;20038;Riley;200;;Black & Tan;;70 lbs;;HOLDING STRAY;Redeemed;9
7537;Chihuahua;;F/S;14172,MC;2003-06-07;20017;Babe;200;;White & Tan;;3 lbs;;BROUGHT-IN;Redeemed;0
7545;Pekingese;;M;14182 DA9;2003-06-09;20056;Bobo;200;;Tan;;10 lbs;;HOLDING STRAY;Redeemed;22
7547;Rottweiler X Malamute;2026-04-03;M/N;14189, MC;2003-04-09;20045;Ozzie/Mika;200;;Black & Tan;;80;;HOLDING STRAY;Sold;22
7548;Poodle X;;M;14176,SB;2003-06-09;20024;Coco;200;;Brown;;10 lbs;;HOLDING STRAY;Redeemed;22
7552;Collie X Shep;;F;14183,MC;2003-06-10;20071;Amigo;200;;Tan & Blackish Tail;;40lbs.;;BROUGHT-IN;Redeemed;8
7553;Boa Constrictor (Snake);;F;13998 BC;2003-06-11;20000;Bobbi-Sue;200;;Tan & Black;;15lbs.;;COMPLAINT;Sold;8
7555;Labrador;2003-02-15;M/N;10377wrs;2003-01-21;20013;Drake;200;;Black;;50lbs;;HOLDING STRAY;Sold;5
7560;Chow X;;M/N;14185 DA9;2003-05-16;20072;Cole;200;;Black;;65lbs;;HOLDING STRAY;Sold;21
7563;Shep X Rotty;;M/N;OK;2003-06-15;40006;Jamall;400;;Black & Tan;;;;OWNER-SURRENDERED;Transferred;0
7564;Husky X;;M;14051jc8;2003-06-17;20070;Moly;200;;White;;70 lbs;;PATROL;Redeemed;22
7565;Lab X;;M/N;OK;2003-06-17;40000;Rocky;400;;Tan & White;;;;;Ride Home Free;12
7569;Poodle X Terrier;;M;OK;2003-06-20;40048;Karma;400;;Wheaton;;5 lbs;;BROUGHT-IN;Ride Home Free;0
7570;Lab;;M/N;14162,MC;2003-05-20;20013;Fisher/Vivoli;200;;Black;;65 lbs;;HOLDING STRAY;Sold;5
7572;Dalmation X Am Staff;;M/N;14102 DT;2003-06-18;20066;Latache;200;;Black & White Spots;;50;;POLICE-DAY;Redeemed;0
7573;Heeler X;;M;14195,MC;2003-06-18;20047;Boo Boo;200;;Black & White;;25kgs.;;HOLDING STRAY;Redeemed;8
7579;Rottweiler;;F;14106 DA9;2003-06-22;20093;Cuja;200;;Black & Tan;;100lbs;;HOLDING STRAY;Redeemed;5
7581;Pit Bull X Staff.Terr;;F;14194 lf;2003-05-22;20046;Gucci;200;;Tan;;30lbs;;COMPLAINT;Redeemed;8
7583;Rottweiler;;M/N;14109-TU;2003-06-24;20045;Buddy;200;;Black & Tan;;100 lbs;;COMPLAINT;Redeemed;22
7589;Lab X;;F;14166 BC;2003-06-05;20010;Zoe;200;;Black;;70 lbs;;HOLDING STRAY;Redeemed;5
7591;Shepherd  X;;M/N;OK;2003-06-06;40010;Max;400;;Black & Tan;;70lbs;;POLICE-DAY;Ride Home Free;0
7594;Shepherd;;F;OK;2003-06-25;40044;Charlotte;400;;Black & Tan;;50lbs. (25kgs.);;HOLDING STRAY;Ride Home Free;8
7595;Bearded Collie X;;M/N;14163,MC;2003-05-24;20056;Osborne;200;;Black & White;;35lbs;;HOLDING STRAY;Sold;17
7596;Retreiver;;F;10375,MC;2003-06-25;20072;Jasper;200;;Blonde;;50lb;;PATROL;Redeemed;22
7598;Rotty X;;M/N;OK;2003-06-25;40070;Napolian;400;;Black & Tan;;;;PATROL;Ride Home Free;22
7600;GSD;;M;OK;2003-06-25;40037;Johnny;400;;Black & Tan;;65 lbs;;POLICE-NIGHT;Ride Home Free;20
7605;Shepherd;;M/N;14174,MC;2003-05-30;20054;Rocky/Axel;200;;Black & Tan;;80 lbs;;OWNER-SURRENDERED;Sold;9
7610;German Shepherd;;F/S;14112 KS;2003-05-25;20070;Annika;200;;Black & Tan;;45lbs;;COMPLAINT;Sold;21
7612;German Shepherd;;M/N;10376,JN;2003-06-29;20026;Coco;200;;Cream & Black;;100 lbs;;HOLDING STRAY;Redeemed;5
7614;Rottweiler X;;M/N;OK;2003-06-01;40030;Charger;400;;Black & Tan;;80lbs;;HOLDING STRAY;Ride Home Free;5
7618;Shepherd  X;;M/N;OK;2003-06-02;40013;Ace;400;;Choc. Brown;;70 lbs;;;Ride Home Free;22
7619;Doberman;;M/N;14165wrs;2003-06-02;20097;;200;;Black & Tan;;40 lbs.;;HOLDING STRAY;Redeemed;8
7622;Snake;;M;OK;2003-06-04;40001;Slimey;400;;Brown & Black Stripes;;;;HOLDING STRAY;Transferred;22
7624;Chihuahua;;M/N;14159 MC 13995 BC;2003-05-14;20057;Cisco;200;;Tan & White;;7lbs.;;POLICE-DAY;Sold;17
7625;Shepherd;;M/N;10394wrs;2003-07-06;20094;Bob;200;;Black & Tan;;;;HOLDING STRAY;Redeemed;5
7627;Samoyed;;F;10393wrs;2003-07-06;20079;;200;;White;;60 lbs;;HOLDING STRAY;Redeemed;5
7631;Cockatiel;;M;n/c;2003-07-08;20000;George;200;;Grey & White & Yellow;;;;HOLDING STRAY;Redeemed;14
7634;Australian Cattle Dog;;F;14117,MC;2003-07-10;20007;Kaya;200;;White & Brown & Black;;35 lbs;;HOLDING STRAY;Redeemed;20
22612;Love Bird;;;;2011-12-04;;;100;2011-12-04;Green and orange;;.5 lbs;;BROUGHT-IN;Transferred;12
22618;Shih Tzu;;F/S;11-218529DI;2011-12-07;20060;Nani;200;2011-12-07;Brown/White;;10 lbs;;HOLDING STRAY;Redeemed;22
22624;German Shephard;;M;11-219000DI-TB;2011-12-08;20088;Tiger;200;2011-12-10;Blk/Tan;;90lbs;;HOLDING STRAY;Redeemed;25
22626;Border X Lab;2011-12-20;F/S;11-220536;2011-12-10;82;Icey;200;2011-12-22;Blk/White;yellow;50;;TRANSFERRED;Sold;KE
22628;Labrador;;M;11-219103DI;2011-12-11;20026;Sam;200;2011-12-12;Yellow;;80lbs;;HOLDING STRAY;Redeemed;33
22632;Boston Pug mix;;M;11-219528DL;2011-12-14;20085;Nugget;200;2011-12-14;Black & White;;20;;POLICE-NIGHT;Redeemed;3
22634;Border Collie mix;;M/N;;2011-12-16;400;Good Friday;400;2011-12-16;Black & White;;60;;HOLDING STRAY;Ride Home Free;21
22636;RetriverX;;M/N;11-219925Di-TB;2011-12-17;20060;Tiger;200;2011-12-18;blonde;;;;HOLDING STRAY;Redeemed;MA11
22637;German Shep;;M/N;12-162854DA;2011-12-18;2001;Jagger;200;2012-01-26;Black/Tan;;;;BROUGHT-IN;Sold;
22639;heeler X with stubby tail;;M/N;;2011-12-18;78;Kevin;200;2011-12-20;white & brown;;;;HOLDING STRAY;Redeemed;MA11
22649;Pigeon;;X;;2011-12-22;100;;100;2012-01-14;Tan;;;;COMPLAINT;Transferred;3
22650;Chow;;F/S;12-159246DL;2011-12-22;20079;Joyce;200;2012-01-08;Orange;yellow;40lbs;;HOLDING STRAY;Sold;21
